EmployeeID,EmployeeName,City,Role,Department,Gender,Age,JoiningDate,EmploymentStatus,Salary,Shift
EMP0998,Sneha Reddy,Mumbai,AC Technician,Operations,Male,48,2021-05-20,Active,35783,Evening
EMP0999,Kiran Nair,Mumbai,RF Technician,Operations,Male,20,2021-05-26,Active,35580,Evening
EMP1000,Sneha Singh,Mumbai,Helper,Operations,Male,21,2023-02-25,Active,23575,General
EMP1001,Sneha Kumar,Mumbai,WM Technician,Operations,Male,39,2022-06-24,Active,25919,Evening
EMP1002,Pooja Sharma,Mumbai,Helper,Operations,Male,33,2020-01-30,Active,19606,General
EMP1003,Kiran Saha,Mumbai,AC Technician,Operations,Female,52,2025-07-16,Active,32793,General
EMP1004,Ravi Patel,Mumbai,RF Technician,Operations,Male,31,2020-09-24,Active,37636,Morning
EMP1005,Kiran Kumar,Mumbai,AC Technician,Operations,Male,34,2025-11-12,Active,41942,Evening
EMP1006,Rahul Reddy,Mumbai,RF Technician,Operations,Female,54,2022-11-01,Active,37176,Evening
EMP1007,Rohit Sharma,Mumbai,RF Technician,Operations,Male,23,2023-08-16,Active,35086,Evening
EMP1008,Ankit Singh,Mumbai,WM Technician,Operations,Male,49,2025-07-22,Active,26961,General
EMP1009,Rahul Reddy,Mumbai,WM Technician,Operations,Male,46,2025-12-20,Active,27677,Evening
EMP1010,Arjun Reddy,Mumbai,RF Technician,Operations,Male,25,2026-05-31,Active,28415,General
EMP1011,Deepak Sharma,Mumbai,AC Technician,Operations,Female,35,2022-03-17,Active,32694,Evening
EMP1012,Rahul Saha,Mumbai,WM Technician,Operations,Male,26,2020-04-24,Active,27931,Evening
EMP1013,Kavya Singh,Mumbai,WM Technician,Operations,Male,41,2022-10-22,Active,26024,Morning
EMP1014,Ravi Saha,Mumbai,AC Technician,Operations,Female,23,2023-09-28,Active,38514,Morning
EMP1015,Ravi Kumar,Mumbai,RF Technician,Operations,Male,26,2025-01-02,Active,37485,Morning
EMP1016,Suresh Kumar,Mumbai,AC Technician,Operations,Female,44,2023-07-07,Active,41360,Morning
EMP1017,Anjali Sharma,Mumbai,WM Technician,Operations,Female,48,2020-08-12,Active,26469,General
EMP1018,Pooja Reddy,Mumbai,AC Technician,Operations,Male,23,2026-04-09,Active,30855,Evening
EMP1019,Rahul Nair,Mumbai,RF Technician,Operations,Male,46,2022-08-12,Active,37823,General
EMP1020,Rahul Nair,Mumbai,AC Technician,Operations,Male,47,2021-02-18,Active,35564,General
EMP1021,Ravi Saha,Mumbai,AC Technician,Operations,Male,32,2021-03-18,Active,31682,Morning
EMP1022,Rohit Roy,Mumbai,Helper,Operations,Male,32,2026-06-05,Active,19032,General
EMP1023,Ankit Kumar,Mumbai,Helper,Operations,Male,48,2022-01-31,Active,19991,Morning
EMP1024,Deepak Saha,Mumbai,Helper,Operations,Male,47,2025-10-02,Active,23338,Evening
EMP1025,Priya Das,Mumbai,WM Technician,Operations,Female,29,2021-08-26,Active,27846,Evening
EMP1026,Suresh Kumar,Mumbai,RF Technician,Operations,Male,20,2025-10-21,Active,37608,General
EMP1027,Kiran Singh,Mumbai,WM Technician,Operations,Male,55,2020-08-11,Active,27457,Evening
EMP1028,Kavya Nair,Mumbai,RF Technician,Operations,Male,32,2020-10-07,Active,33595,Morning
EMP1029,Deepak Reddy,Mumbai,AC Technician,Operations,Male,41,2026-06-27,Active,39274,Evening
EMP1030,Arjun Kumar,Mumbai,RF Technician,Operations,Male,26,2025-02-03,Active,28691,Evening
EMP1031,Arjun Nair,Mumbai,Helper,Operations,Male,34,2025-03-25,Active,23111,Morning
EMP1032,Vijay Kumar,Mumbai,RF Technician,Operations,Male,41,2024-03-19,Active,31363,Evening
EMP1033,Amit Patel,Mumbai,AC Technician,Operations,Male,24,2024-01-05,Active,30491,General
EMP1034,Rahul Singh,Mumbai,AC Technician,Operations,Male,32,2026-07-26,Active,35896,Morning
EMP1035,Vijay Roy,Mumbai,WM Technician,Operations,Male,31,2022-06-15,Active,31253,Evening
EMP1036,Vijay Das,Mumbai,WM Technician,Operations,Female,35,2022-01-01,Active,25605,Morning
EMP1037,Amit Roy,Mumbai,RF Technician,Operations,Female,21,2021-07-16,Active,34208,General
EMP1038,Sneha Patel,Mumbai,RF Technician,Operations,Female,39,2025-02-11,Active,31934,Evening
EMP1039,Suresh Singh,Mumbai,RF Technician,Operations,Female,47,2020-09-24,Active,29941,Morning
EMP1040,Anjali Singh,Mumbai,RF Technician,Operations,Male,44,2024-03-12,Active,33209,General
EMP1041,Priya Singh,Mumbai,Helper,Operations,Female,32,2026-01-02,Active,20409,Morning
EMP1042,Kavya Singh,Mumbai,AC Technician,Operations,Male,37,2021-06-01,Active,38327,General
EMP1043,Pooja Gupta,Mumbai,WM Technician,Operations,Male,50,2020-09-22,Active,25371,General
EMP1044,Sneha Gupta,Mumbai,WM Technician,Operations,Male,53,2025-03-16,Active,25466,Evening
EMP1045,Pooja Saha,Mumbai,Helper,Operations,Male,51,2025-04-24,Active,20198,General
EMP1046,Arjun Reddy,Mumbai,Helper,Operations,Male,33,2022-06-18,Active,19662,Evening
EMP1047,Sneha Das,Mumbai,Helper,Operations,Male,47,2024-03-24,Active,22680,Morning
EMP1048,Sneha Singh,Mumbai,Helper,Operations,Male,28,2020-12-10,Active,20417,Evening
EMP1049,Anjali Nair,Mumbai,Helper,Operations,Male,49,2025-09-29,Active,23088,Evening
EMP1050,Rohit Reddy,Mumbai,RF Technician,Operations,Male,46,2024-02-14,Active,36151,Evening
EMP1051,Ravi Roy,Mumbai,AC Technician,Operations,Male,48,2022-08-15,Active,34351,General
EMP1052,Ravi Das,Mumbai,WM Technician,Operations,Female,38,2025-08-17,Active,28200,General
EMP1053,Ankit Gupta,Mumbai,AC Technician,Operations,Female,26,2021-04-30,Active,31168,Evening
EMP1054,Rohit Singh,Mumbai,RF Technician,Operations,Male,32,2023-09-10,Active,32096,Evening
EMP1055,Deepak Das,Mumbai,AC Technician,Operations,Male,28,2026-02-02,Active,34278,Morning
EMP1056,Rahul Nair,Mumbai,Helper,Operations,Female,45,2024-07-19,Active,24732,General
EMP1057,Kiran Nair,Mumbai,AC Technician,Operations,Male,29,2024-06-16,Active,33728,Morning
EMP1058,Priya Sharma,Mumbai,AC Technician,Operations,Male,55,2025-04-03,Active,41837,Evening
EMP1059,Neha Nair,Mumbai,RF Technician,Operations,Male,32,2024-10-22,Active,34843,Morning
EMP1060,Suresh Das,Mumbai,Helper,Operations,Female,21,2024-03-14,Active,19138,General
EMP1061,Arjun Reddy,Mumbai,RF Technician,Operations,Female,20,2025-08-09,Active,33810,Evening
EMP1062,Rahul Saha,Mumbai,Helper,Operations,Male,45,2026-01-11,Active,20454,Evening
EMP1063,Pooja Reddy,Mumbai,AC Technician,Operations,Male,28,2021-09-21,Active,35410,General
EMP1064,Kiran Nair,Mumbai,RF Technician,Operations,Male,45,2020-09-17,Active,36757,Evening
EMP1065,Amit Gupta,Mumbai,RF Technician,Operations,Male,48,2023-06-01,Active,29527,Morning
EMP1066,Ravi Reddy,Mumbai,WM Technician,Operations,Male,51,2020-04-19,Active,25529,Morning
EMP1067,Ravi Nair,Mumbai,Helper,Operations,Male,34,2023-04-07,Active,23403,General
EMP1068,Anjali Reddy,Mumbai,AC Technician,Operations,Male,53,2020-02-15,Active,32815,Evening
EMP1069,Kavya Sharma,Mumbai,AC Technician,Operations,Male,27,2021-06-12,Active,38789,Evening
EMP1070,Anjali Nair,Mumbai,Helper,Operations,Male,33,2021-06-16,Active,19684,Evening
EMP1071,Neha Das,Mumbai,AC Technician,Operations,Male,39,2022-04-11,Active,38232,General
EMP1072,Arjun Gupta,Mumbai,RF Technician,Operations,Male,29,2024-12-30,Active,29048,Evening
EMP1073,Ankit Sharma,Mumbai,Helper,Operations,Male,51,2025-02-27,Active,21790,General
EMP1074,Deepak Reddy,Mumbai,Helper,Operations,Male,49,2023-11-21,Active,23736,General
EMP1075,Anjali Nair,Mumbai,AC Technician,Operations,Male,31,2024-08-27,Active,34081,Morning
EMP1076,Ankit Singh,Mumbai,RF Technician,Operations,Male,31,2026-05-18,Active,29565,Evening
EMP1077,Deepak Sharma,Mumbai,Helper,Operations,Female,30,2023-01-26,Active,23145,General
EMP1078,Amit Roy,Mumbai,RF Technician,Operations,Male,33,2025-07-14,Active,34738,General
EMP1079,Anjali Nair,Mumbai,WM Technician,Operations,Male,26,2025-08-28,Active,30279,Evening
EMP1080,Rahul Sharma,Mumbai,AC Technician,Operations,Male,33,2025-09-03,Active,30731,Evening
EMP1081,Pooja Singh,Mumbai,RF Technician,Operations,Male,49,2024-04-10,Active,33630,General
EMP1082,Suresh Roy,Mumbai,Helper,Operations,Male,20,2022-10-23,Active,18939,General
EMP1083,Ravi Gupta,Mumbai,Helper,Operations,Male,49,2025-06-08,Active,21779,Morning
EMP1084,Vijay Patel,Mumbai,AC Technician,Operations,Male,48,2021-07-28,Active,37713,Evening
EMP1085,Pooja Patel,Mumbai,Helper,Operations,Female,26,2021-12-26,Active,20409,Morning
EMP1086,Sneha Patel,Mumbai,Helper,Operations,Male,20,2023-01-24,Active,19257,Evening
EMP1087,Ankit Gupta,Mumbai,Helper,Operations,Male,22,2025-12-20,Active,19770,Evening
EMP1088,Neha Kumar,Mumbai,WM Technician,Operations,Male,26,2024-05-18,Active,29655,Evening
EMP1089,Sneha Singh,Mumbai,AC Technician,Operations,Male,23,2024-03-25,Active,33305,Morning
EMP1090,Priya Singh,Mumbai,Helper,Operations,Male,21,2024-09-23,Active,18228,Morning
EMP1091,Vijay Patel,Mumbai,RF Technician,Operations,Male,24,2022-06-22,Active,29582,General
EMP1092,Kiran Saha,Mumbai,AC Technician,Operations,Male,52,2021-03-17,Active,35359,Evening
EMP1093,Arjun Singh,Mumbai,RF Technician,Operations,Male,54,2024-06-06,Active,35010,Morning
EMP1094,Priya Kumar,Mumbai,AC Technician,Operations,Male,40,2021-12-12,Active,30245,Evening
EMP1095,Rohit Saha,Mumbai,WM Technician,Operations,Male,49,2022-06-20,Active,24540,General
EMP1096,Kavya Sharma,Mumbai,Helper,Operations,Male,24,2022-06-14,Active,21367,Evening
EMP1097,Priya Reddy,Mumbai,RF Technician,Operations,Male,30,2022-10-28,Active,29552,General
EMP1098,Priya Nair,Mumbai,Helper,Operations,Male,28,2023-09-22,Active,19436,General
EMP1099,Arjun Gupta,Mumbai,RF Technician,Operations,Male,21,2026-07-24,Active,35354,Evening
EMP1100,Amit Das,Mumbai,Helper,Operations,Male,20,2022-08-10,Active,18173,General
EMP1101,Ankit Patel,Mumbai,WM Technician,Operations,Male,47,2022-09-24,Active,29077,Morning
EMP1102,Kiran Kumar,Mumbai,WM Technician,Operations,Male,38,2022-04-07,Active,25242,Evening
EMP1103,Priya Kumar,Mumbai,AC Technician,Operations,Male,48,2023-09-08,Active,32199,Evening
EMP1104,Arjun Roy,Mumbai,Helper,Operations,Male,46,2023-03-27,Active,24148,Morning
EMP1105,Arjun Singh,Mumbai,AC Technician,Operations,Male,33,2026-01-18,Active,30885,General
EMP1106,Neha Kumar,Mumbai,WM Technician,Operations,Male,44,2025-11-05,Active,26634,Morning
EMP1107,Suresh Singh,Mumbai,RF Technician,Operations,Male,51,2020-10-13,Active,31153,Morning
EMP1108,Arjun Gupta,Mumbai,WM Technician,Operations,Male,31,2026-02-26,Active,30809,Morning
EMP1109,Kiran Singh,Mumbai,RF Technician,Operations,Male,49,2023-06-29,Active,30689,General
EMP1110,Neha Singh,Mumbai,WM Technician,Operations,Male,35,2023-05-26,Active,26337,General
EMP1111,Pooja Patel,Mumbai,Helper,Operations,Male,50,2020-11-23,Active,20945,Evening
EMP1112,Anjali Patel,Mumbai,WM Technician,Operations,Male,47,2025-08-31,Active,28992,General
EMP1113,Anjali Sharma,Mumbai,WM Technician,Operations,Male,50,2020-03-22,Active,30241,Evening
EMP1114,Vijay Das,Mumbai,WM Technician,Operations,Male,39,2026-01-09,Active,25251,General
EMP1115,Kavya Sharma,Mumbai,Helper,Operations,Male,39,2025-01-31,Active,20320,Evening
EMP1116,Rahul Kumar,Mumbai,AC Technician,Operations,Male,50,2022-03-12,Active,32535,Morning
EMP1117,Pooja Roy,Mumbai,AC Technician,Operations,Female,43,2025-07-05,Active,36628,Evening
EMP1118,Amit Reddy,Mumbai,WM Technician,Operations,Male,39,2020-10-18,Active,27348,Morning
EMP1119,Sneha Gupta,Mumbai,RF Technician,Operations,Female,30,2022-03-06,Active,35148,Evening
EMP1120,Anjali Singh,Mumbai,AC Technician,Operations,Male,43,2020-08-24,Active,40664,Evening
EMP1121,Rahul Patel,Mumbai,Helper,Operations,Male,22,2024-01-20,Active,23168,General
EMP1122,Vijay Kumar,Mumbai,AC Technician,Operations,Male,49,2021-08-26,Active,34166,Morning
EMP1123,Ravi Gupta,Mumbai,RF Technician,Operations,Male,25,2024-04-23,Active,34515,General
EMP1124,Deepak Gupta,Mumbai,RF Technician,Operations,Female,47,2021-11-10,Active,34993,Evening
EMP1125,Anjali Sharma,Mumbai,WM Technician,Operations,Female,44,2026-07-28,Active,26522,General
EMP1126,Kiran Reddy,Mumbai,Helper,Operations,Male,42,2021-08-07,Active,20203,General
EMP1127,Rahul Sharma,Mumbai,WM Technician,Operations,Male,20,2021-11-20,Active,30687,Evening
EMP1128,Deepak Reddy,Mumbai,AC Technician,Operations,Male,46,2025-11-20,Active,36829,General
EMP1129,Kiran Nair,Mumbai,Helper,Operations,Male,43,2022-02-02,Active,23767,Morning
EMP1130,Vijay Singh,Mumbai,RF Technician,Operations,Male,27,2025-01-19,Active,37291,Morning
EMP1131,Neha Saha,Mumbai,Helper,Operations,Male,31,2022-02-24,Active,20124,Evening
EMP1132,Pooja Sharma,Mumbai,WM Technician,Operations,Male,30,2020-11-22,Active,26401,Morning
EMP1133,Kavya Nair,Mumbai,AC Technician,Operations,Male,41,2020-05-01,Active,39595,Morning
EMP1134,Rahul Saha,Mumbai,AC Technician,Operations,Male,26,2020-02-08,Active,31000,Evening
EMP1135,Rahul Reddy,Mumbai,RF Technician,Operations,Male,22,2021-01-31,Active,31458,General
EMP1136,Anjali Roy,Mumbai,WM Technician,Operations,Male,37,2025-06-13,Active,27876,Evening
EMP1137,Sneha Reddy,Mumbai,Helper,Operations,Male,41,2023-07-15,Active,24691,Morning
EMP1138,Rahul Nair,Mumbai,Helper,Operations,Male,23,2023-12-29,Active,20705,Morning
EMP1139,Amit Gupta,Mumbai,Helper,Operations,Female,45,2021-07-22,Active,18210,General
EMP1140,Kavya Gupta,Mumbai,WM Technician,Operations,Male,35,2024-02-18,Active,27702,General
EMP1141,Rahul Roy,Mumbai,WM Technician,Operations,Male,32,2020-01-13,Active,29227,Evening
EMP1142,Kavya Reddy,Mumbai,AC Technician,Operations,Female,40,2024-12-24,Active,33826,General
EMP1143,Amit Reddy,Mumbai,WM Technician,Operations,Male,25,2023-11-27,Active,27505,Evening
EMP1144,Ankit Patel,Mumbai,RF Technician,Operations,Male,32,2021-08-09,Active,36520,General
EMP1145,Neha Patel,Mumbai,AC Technician,Operations,Male,25,2023-05-19,Active,41027,General
EMP1146,Arjun Singh,Mumbai,WM Technician,Operations,Female,27,2025-05-28,Active,29428,General
EMP1147,Rahul Patel,Mumbai,RF Technician,Operations,Male,25,2021-03-08,Active,35125,General
EMP1148,Rohit Nair,Mumbai,AC Technician,Operations,Female,40,2024-04-19,Active,34593,Morning
EMP1149,Kavya Sharma,Mumbai,RF Technician,Operations,Female,27,2021-07-10,Active,36757,General
EMP1150,Ravi Roy,Mumbai,WM Technician,Operations,Male,41,2022-07-05,Active,31633,General
EMP1151,Arjun Das,Mumbai,AC Technician,Operations,Male,44,2026-04-20,Active,37159,Morning
EMP1152,Kiran Sharma,Mumbai,AC Technician,Operations,Male,25,2021-04-01,Active,31460,Evening
EMP1153,Rahul Das,Mumbai,AC Technician,Operations,Male,28,2023-07-07,Active,36229,General
EMP1154,Anjali Roy,Mumbai,WM Technician,Operations,Male,54,2022-02-16,Active,30939,Evening
EMP1155,Arjun Sharma,Mumbai,Helper,Operations,Male,28,2025-10-29,Active,23437,General
EMP1156,Deepak Singh,Mumbai,WM Technician,Operations,Male,54,2025-03-01,Active,26588,Morning
EMP1157,Suresh Kumar,Mumbai,AC Technician,Operations,Male,49,2021-08-26,Active,39854,Evening
EMP1158,Rohit Saha,Mumbai,Helper,Operations,Male,39,2025-08-19,Active,23641,Morning
EMP1159,Pooja Kumar,Mumbai,AC Technician,Operations,Male,33,2025-07-20,Active,34775,General
EMP1160,Kiran Singh,Mumbai,Helper,Operations,Female,41,2021-09-17,Active,24782,General
EMP1161,Pooja Das,Mumbai,Helper,Operations,Male,23,2022-01-03,Active,21993,General
EMP1162,Priya Reddy,Mumbai,AC Technician,Operations,Female,30,2020-03-29,Active,38977,Evening
EMP1163,Deepak Das,Mumbai,AC Technician,Operations,Male,42,2024-05-22,Active,36407,Morning
EMP1164,Suresh Roy,Mumbai,RF Technician,Operations,Male,32,2026-02-22,Active,34451,Morning
EMP1165,Vijay Saha,Mumbai,RF Technician,Operations,Male,23,2023-05-30,Active,35496,General
EMP1166,Kiran Singh,Mumbai,AC Technician,Operations,Male,50,2023-04-07,Active,32372,Morning
EMP1167,Amit Patel,Mumbai,AC Technician,Operations,Male,20,2024-01-23,Active,41894,General
EMP1168,Sneha Nair,Mumbai,RF Technician,Operations,Male,47,2021-11-20,Active,28922,Morning
EMP1169,Priya Saha,Mumbai,AC Technician,Operations,Male,23,2021-04-25,Active,38444,General
EMP1170,Amit Singh,Mumbai,RF Technician,Operations,Male,29,2024-07-12,Active,32014,Morning
EMP1171,Pooja Sharma,Mumbai,AC Technician,Operations,Male,39,2021-12-07,Active,40695,General
EMP1172,Neha Roy,Mumbai,AC Technician,Operations,Male,44,2023-02-01,Active,40360,General
EMP1173,Arjun Kumar,Mumbai,Helper,Operations,Male,27,2020-12-04,Active,18999,Evening
EMP1174,Amit Saha,Mumbai,WM Technician,Operations,Male,50,2023-01-26,Active,29683,General
EMP1175,Suresh Sharma,Mumbai,RF Technician,Operations,Male,50,2024-11-11,Active,32888,General
EMP1176,Rahul Reddy,Mumbai,RF Technician,Operations,Male,54,2022-01-27,Active,34640,General
EMP1177,Amit Singh,Mumbai,RF Technician,Operations,Male,54,2025-12-11,Active,36004,Morning
EMP1178,Vijay Kumar,Mumbai,WM Technician,Operations,Female,27,2022-01-10,Active,31061,General
EMP1179,Kiran Patel,Mumbai,RF Technician,Operations,Male,40,2021-05-18,Active,28641,Morning
EMP1180,Deepak Roy,Mumbai,Helper,Operations,Male,36,2020-05-23,Active,18693,Morning
EMP1181,Deepak Kumar,Mumbai,RF Technician,Operations,Female,30,2024-09-28,Active,28001,Morning
EMP1182,Neha Patel,Mumbai,AC Technician,Operations,Female,53,2023-04-16,Active,40799,General
EMP1183,Kiran Sharma,Mumbai,AC Technician,Operations,Male,40,2025-11-10,Active,35769,General
EMP1184,Suresh Das,Mumbai,Helper,Operations,Male,22,2022-08-29,Active,18300,Morning
EMP1185,Kiran Saha,Mumbai,RF Technician,Operations,Female,33,2021-07-03,Active,37865,General
EMP1186,Rohit Das,Mumbai,WM Technician,Operations,Male,28,2024-09-24,Active,24609,General
EMP1187,Rohit Reddy,Mumbai,Helper,Operations,Male,30,2024-06-26,Active,21736,Morning
EMP1188,Rohit Singh,Mumbai,AC Technician,Operations,Female,29,2026-01-04,Active,33338,Morning
EMP1189,Priya Reddy,Mumbai,WM Technician,Operations,Male,52,2021-11-02,Active,27438,Morning
EMP1190,Amit Gupta,Mumbai,AC Technician,Operations,Male,35,2020-11-13,Active,34425,Morning
EMP1191,Rohit Patel,Mumbai,Helper,Operations,Male,41,2020-12-30,Active,20972,Evening
EMP1192,Pooja Singh,Mumbai,Helper,Operations,Female,34,2023-01-25,Active,18080,Morning
EMP1193,Deepak Saha,Mumbai,WM Technician,Operations,Male,26,2021-05-20,Active,25439,General
EMP1194,Deepak Gupta,Mumbai,WM Technician,Operations,Female,51,2021-01-26,Active,28333,Evening
EMP1195,Pooja Patel,Mumbai,WM Technician,Operations,Male,26,2020-07-15,Active,25398,Evening
EMP1196,Kavya Saha,Mumbai,RF Technician,Operations,Male,54,2026-03-09,Active,37742,Evening
EMP1197,Suresh Patel,Mumbai,RF Technician,Operations,Male,20,2025-10-04,Active,30547,General
EMP1198,Sneha Singh,Mumbai,AC Technician,Operations,Male,37,2020-08-04,Active,41885,General
EMP1199,Sneha Nair,Mumbai,AC Technician,Operations,Male,46,2025-02-18,Active,32999,Evening
EMP1200,Arjun Das,Mumbai,WM Technician,Operations,Male,37,2024-10-18,Active,28264,General
EMP1201,Ravi Sharma,Mumbai,RF Technician,Operations,Male,25,2023-06-05,Active,34660,Evening
EMP1202,Ankit Sharma,Mumbai,Helper,Operations,Male,35,2021-01-18,Active,19352,General
EMP1203,Suresh Nair,Mumbai,RF Technician,Operations,Male,55,2025-07-11,Active,28175,Evening
EMP1204,Kiran Kumar,Mumbai,AC Technician,Operations,Male,54,2021-05-25,Active,36643,Morning
EMP1205,Ankit Saha,Mumbai,Helper,Operations,Male,54,2023-11-14,Active,20000,General
EMP1206,Ravi Roy,Mumbai,RF Technician,Operations,Male,30,2025-11-14,Active,31687,Morning
EMP1207,Kavya Reddy,Mumbai,RF Technician,Operations,Female,52,2023-12-18,Active,28834,Evening
EMP1208,Arjun Gupta,Mumbai,WM Technician,Operations,Male,27,2023-10-16,Active,31487,General
EMP1209,Deepak Das,Mumbai,Helper,Operations,Female,27,2023-04-03,Active,20450,Evening
EMP1210,Ankit Nair,Mumbai,RF Technician,Operations,Male,45,2022-06-09,Active,32994,General
EMP1211,Neha Roy,Mumbai,AC Technician,Operations,Female,51,2020-08-23,Active,35828,Morning
EMP1212,Vijay Reddy,Mumbai,WM Technician,Operations,Male,26,2020-01-22,Active,26864,General
EMP1213,Ravi Gupta,Mumbai,RF Technician,Operations,Male,26,2024-10-30,Active,36061,Morning
EMP1214,Rahul Patel,Mumbai,AC Technician,Operations,Male,29,2024-08-09,Active,32029,Evening
EMP1215,Sneha Das,Mumbai,WM Technician,Operations,Male,36,2022-07-15,Active,27855,Evening
EMP1216,Neha Nair,Mumbai,AC Technician,Operations,Male,31,2026-01-06,Active,34415,Morning
EMP1217,Kiran Sharma,Mumbai,RF Technician,Operations,Male,42,2024-11-12,Active,28095,Evening
EMP1218,Priya Kumar,Mumbai,Helper,Operations,Male,22,2021-07-01,Active,21232,Evening
EMP1219,Anjali Nair,Mumbai,RF Technician,Operations,Male,32,2025-05-17,Active,32354,Morning
EMP1220,Pooja Patel,Mumbai,AC Technician,Operations,Male,28,2023-08-23,Active,36551,General
EMP1221,Sneha Gupta,Mumbai,WM Technician,Operations,Male,26,2020-03-27,Active,25033,Morning
EMP1222,Anjali Saha,Mumbai,AC Technician,Operations,Male,35,2020-08-01,Active,41113,Evening
EMP1223,Kavya Sharma,Mumbai,AC Technician,Operations,Male,47,2025-05-20,Active,34742,Evening
EMP1224,Vijay Singh,Mumbai,WM Technician,Operations,Male,35,2021-09-16,Active,29974,General
EMP1225,Anjali Singh,Mumbai,WM Technician,Operations,Male,27,2022-12-15,Active,29742,Morning
EMP1226,Kiran Saha,Mumbai,AC Technician,Operations,Male,26,2025-08-19,Active,40012,Morning
EMP1227,Pooja Kumar,Mumbai,WM Technician,Operations,Male,29,2022-07-28,Active,24986,Morning
EMP1228,Kiran Sharma,Mumbai,Helper,Operations,Male,32,2021-08-21,Active,21492,Morning
EMP1229,Arjun Singh,Mumbai,AC Technician,Operations,Female,44,2024-07-26,Active,38601,Evening
EMP1230,Ankit Das,Mumbai,Helper,Operations,Male,50,2020-09-08,Active,22176,Evening
EMP1231,Anjali Singh,Mumbai,RF Technician,Operations,Male,43,2023-02-23,Active,33751,General
EMP1232,Ankit Roy,Mumbai,WM Technician,Operations,Male,23,2022-01-14,Active,24334,Morning
EMP1233,Amit Reddy,Mumbai,WM Technician,Operations,Male,50,2023-02-21,Active,31442,General
EMP1234,Amit Sharma,Mumbai,Helper,Operations,Male,51,2024-01-29,Active,20738,Evening
EMP1235,Sneha Saha,Mumbai,AC Technician,Operations,Male,55,2021-06-17,Active,35426,Evening
EMP1236,Kiran Saha,Mumbai,WM Technician,Operations,Male,43,2022-09-02,Active,29326,Evening
EMP1237,Amit Kumar,Mumbai,WM Technician,Operations,Male,26,2021-06-18,Active,29157,General
EMP1238,Amit Sharma,Mumbai,Helper,Operations,Male,32,2022-03-01,Active,23772,Evening
EMP1239,Kiran Gupta,Mumbai,AC Technician,Operations,Female,41,2023-05-19,Active,41884,Evening
EMP1240,Rohit Gupta,Mumbai,RF Technician,Operations,Male,22,2021-06-07,Active,31140,Evening
EMP1241,Amit Reddy,Mumbai,Helper,Operations,Female,43,2025-01-10,Active,23159,General
EMP1242,Rahul Patel,Mumbai,WM Technician,Operations,Male,46,2025-11-15,Active,31629,General
EMP1243,Ankit Singh,Mumbai,WM Technician,Operations,Male,28,2023-04-01,Active,24372,General
EMP1244,Ravi Patel,Mumbai,AC Technician,Operations,Male,45,2025-07-20,Active,41218,General
EMP1245,Pooja Saha,Mumbai,RF Technician,Operations,Male,52,2024-04-22,Active,37215,Evening
EMP1246,Kiran Saha,Mumbai,AC Technician,Operations,Male,31,2020-01-15,Active,32621,General
EMP1247,Rohit Das,Mumbai,AC Technician,Operations,Male,52,2025-02-08,Active,38254,General
EMP1248,Vijay Singh,Mumbai,Helper,Operations,Female,38,2023-01-04,Active,22523,Morning
EMP1249,Suresh Das,Mumbai,RF Technician,Operations,Male,35,2023-04-10,Active,28640,General
EMP1250,Kiran Gupta,Mumbai,Helper,Operations,Female,37,2020-07-30,Active,23262,Morning
EMP1251,Rohit Patel,Mumbai,AC Technician,Operations,Male,42,2024-02-20,Active,35317,Morning
EMP1252,Rahul Roy,Mumbai,AC Technician,Operations,Male,38,2023-08-22,Active,30938,General
EMP1253,Amit Reddy,Mumbai,AC Technician,Operations,Male,37,2021-12-24,Active,34194,Morning
EMP1254,Arjun Roy,Mumbai,AC Technician,Operations,Female,36,2026-03-06,Active,33377,Evening
EMP1255,Anjali Roy,Mumbai,RF Technician,Operations,Male,45,2021-09-29,Active,35308,Morning
EMP1256,Neha Patel,Mumbai,WM Technician,Operations,Male,50,2021-01-18,Active,28062,Morning
EMP1257,Vijay Das,Mumbai,WM Technician,Operations,Male,31,2022-02-12,Active,28666,Evening
EMP1258,Kiran Sharma,Mumbai,AC Technician,Operations,Male,30,2021-12-28,Active,36458,General
EMP1259,Pooja Sharma,Mumbai,AC Technician,Operations,Male,47,2022-10-01,Active,37455,General
EMP1260,Pooja Reddy,Mumbai,Helper,Operations,Male,28,2020-02-18,Active,22942,Morning
EMP1261,Ravi Das,Mumbai,AC Technician,Operations,Male,20,2020-06-28,Active,32165,Morning
EMP1262,Priya Sharma,Mumbai,Helper,Operations,Male,20,2020-02-08,Active,24485,Morning
EMP1263,Deepak Roy,Mumbai,AC Technician,Operations,Male,50,2026-04-24,Active,37279,Morning
EMP1264,Rohit Gupta,Mumbai,WM Technician,Operations,Male,35,2020-08-16,Active,28452,General
EMP1265,Amit Gupta,Mumbai,AC Technician,Operations,Male,22,2021-02-25,Active,38923,Evening
EMP1266,Rahul Singh,Mumbai,AC Technician,Operations,Female,46,2021-08-03,Active,30019,Morning
EMP1267,Arjun Reddy,Mumbai,WM Technician,Operations,Male,29,2023-12-18,Active,29368,Evening
EMP1268,Arjun Sharma,Mumbai,AC Technician,Operations,Male,27,2025-07-07,Active,32778,Morning
EMP1269,Priya Sharma,Mumbai,AC Technician,Operations,Female,38,2024-01-03,Active,31249,General
EMP1270,Vijay Reddy,Mumbai,WM Technician,Operations,Male,25,2020-06-26,Active,28952,Morning
